i	j	k	Dose      LDT       LTT       proton_1_Dproton_1_T
132	0	0	2732.02   1.37095   1.36324   1.37095   1.36324   
133	0	0	2883.89   1.44927   1.43834   1.44927   1.43834   
134	0	0	3069.58   1.54631   1.53016   1.54631   1.53016   
135	0	0	3308.81   1.67419   1.64698   1.67419   1.64698   
136	0	0	3623.4    1.8813    1.80617   1.8813    1.80617   
137	0	0	4088.9    2.26243   2.03915   2.26243   2.03915   
138	0	0	4808.02   3.16049   2.43544   3.16049   2.43544   
139	0	0	5489.13   4.39471   2.96599   4.39471   2.96599   
140	0	0	5873.65   6.43527   3.75771   6.43527   3.75771   
141	0	0	5049.5    7.94231   4.59674   7.94231   4.59674   
142	0	0	3265.9    9.80593   5.57079   9.80593   5.57079   
143	0	0	1425.49   11.7362   6.70458   11.7362   6.70458   
144	0	0	345.795   12.3375   7.14448   12.3375   7.14448   
145	0	0	69.902    13.1445   7.5748    13.1445   7.5748    
146	0	0	16.801    14.0877   9.4074    14.0877   9.4074    
147	0	0	0         0         0         0         0         
148	0	0	0         0         0         0         0         
149	0	0	0         0         0         0         0         
150	0	0	0         0         0         0         0         
151	0	0	0         0         0         0         0         
152	0	0	0         0         0         0         0         
153	0	0	0         0         0         0         0         
154	0	0	0         0         0         0         0         
155	0	0	0         0         0         0         0         
156	0	0	0         0         0         0         0         
157	0	0	0         0         0         0         0         
158	0	0	0         0         0         0         0         
159	0	0	0         0         0         0         0         
160	0	0	0         0         0         0         0         
161	0	0	0         0         0         0         0         
162	0	0	0         0         0         0         0         
163	0	0	0         0         0         0         0         
164	0	0	0         0         0         0         0         
165	0	0	0         0         0         0         0         
166	0	0	0         0         0         0         0         
167	0	0	0         0         0         0         0         
168	0	0	0         0         0         0         0         
169	0	0	0         0         0         0         0         
170	0	0	0         0         0         0         0         
171	0	0	0         0         0         0         0         
172	0	0	0         0         0         0         0         
173	0	0	0         0         0         0         0         
174	0	0	0         0         0         0         0         
175	0	0	0         0         0         0         0         
176	0	0	0         0         0         0         0         
177	0	0	0         0         0         0         0         
178	0	0	0         0         0         0         0         
179	0	0	0         0         0         0         0         
180	0	0	0         0         0         0         0         
181	0	0	0         0         0         0         0         
182	0	0	0         0         0         0         0         
183	0	0	0         0         0         0         0         
184	0	0	0         0         0         0         0         
185	0	0	0         0         0         0         0         
186	0	0	0         0         0         0         0         
187	0	0	0         0         0         0         0         
188	0	0	0         0         0         0         0         
189	0	0	0         0         0         0         0         
190	0	0	0         0         0         0         0         
191	0	0	0         0         0         0         0         
192	0	0	0         0         0         0         0         
193	0	0	0         0         0         0         0         
194	0	0	0         0         0         0         0         
195	0	0	0         0         0         0         0         
196	0	0	0         0         0         0         0         
197	0	0	0         0         0         0         0         
198	0	0	0         0         0         0         0         
199	0	0	0         0         0         0         0         
