i	j	k	Dose      LDT       LTT       proton_1_Dproton_1_T
159	0	0	0         0         0         0         0         
160	0	0	0         0         0         0         0         
161	0	0	0         0         0         0         0         
162	0	0	0         0         0         0         0         
163	0	0	0         0         0         0         0         
164	0	0	0         0         0         0         0         
165	0	0	0         0         0         0         0         
166	0	0	0         0         0         0         0         
167	0	0	0         0         0         0         0         
168	0	0	0         0         0         0         0         
169	0	0	0         0         0         0         0         
170	0	0	0         0         0         0         0         
171	0	0	0         0         0         0         0         
172	0	0	0         0         0         0         0         
173	0	0	0         0         0         0         0         
174	0	0	0         0         0         0         0         
175	0	0	0         0         0         0         0         
176	0	0	0         0         0         0         0         
177	0	0	0         0         0         0         0         
178	0	0	0         0         0         0         0         
179	0	0	0         0         0         0         0         
180	0	0	0         0         0         0         0         
181	0	0	0         0         0         0         0         
182	0	0	0         0         0         0         0         
183	0	0	0         0         0         0         0         
184	0	0	0         0         0         0         0         
185	0	0	0         0         0         0         0         
186	0	0	0         0         0         0         0         
187	0	0	0         0         0         0         0         
188	0	0	0         0         0         0         0         
189	0	0	0         0         0         0         0         
190	0	0	0         0         0         0         0         
191	0	0	0         0         0         0         0         
192	0	0	0         0         0         0         0         
193	0	0	0         0         0         0         0         
194	0	0	0         0         0         0         0         
195	0	0	0         0         0         0         0         
196	0	0	0         0         0         0         0         
197	0	0	0         0         0         0         0         
198	0	0	0         0         0         0         0         
199	0	0	0         0         0         0         0         
