i	j	k	Dose      LDT       LTT       proton_1_Dproton_1_T
273	0	0	399.97    12.0454   8.53602   12.0454   8.53602   
274	0	0	414.837   13.7235   9.51147   13.7235   9.51147   
275	0	0	395.423   14.6906   10.1947   14.6906   10.1947   
276	0	0	377.998   16.5288   11.2991   16.5288   11.2991   
277	0	0	333.036   17.7288   12.1953   17.7288   12.1953   
278	0	0	285.338   19.9844   13.4054   19.9844   13.4054   
279	0	0	218.392   20.361    14.0504   20.361    14.0504   
280	0	0	157.701   21.1597   14.7099   21.1597   14.7099   
281	0	0	116.844   23.7512   16.4914   23.7512   16.4914   
282	0	0	65.5563   24.4352   16.3757   24.4352   16.3757   
283	0	0	37.0501   20.7904   15.0898   20.7904   15.0898   
284	0	0	30.5209   24.524    18.2274   24.524    18.2274   
285	0	0	11.6298   26.6346   17.2035   26.6346   17.2035   
286	0	0	7.91788   18.9647   16.073    18.9647   16.073    
287	0	0	6.81353   33.2456   28.0304   33.2456   28.0304   
288	0	0	0         0         0         0         0         
289	0	0	0         0         0         0         0         
290	0	0	0         0         0         0         0         
291	0	0	0         0         0         0         0         
292	0	0	0         0         0         0         0         
293	0	0	0         0         0         0         0         
294	0	0	0         0         0         0         0         
295	0	0	0         0         0         0         0         
296	0	0	0         0         0         0         0         
297	0	0	0         0         0         0         0         
298	0	0	0         0         0         0         0         
299	0	0	0         0         0         0         0         
300	0	0	0         0         0         0         0         
301	0	0	0         0         0         0         0         
302	0	0	0         0         0         0         0         
303	0	0	0         0         0         0         0         
304	0	0	0         0         0         0         0         
305	0	0	0         0         0         0         0         
306	0	0	0         0         0         0         0         
307	0	0	0         0         0         0         0         
308	0	0	0         0         0         0         0         
309	0	0	0         0         0         0         0         
310	0	0	0         0         0         0         0         
311	0	0	0         0         0         0         0         
312	0	0	0         0         0         0         0         
313	0	0	0         0         0         0         0         
314	0	0	0         0         0         0         0         
315	0	0	0         0         0         0         0         
316	0	0	0         0         0         0         0         
317	0	0	0         0         0         0         0         
318	0	0	0         0         0         0         0         
319	0	0	0         0         0         0         0         
320	0	0	0         0         0         0         0         
321	0	0	0         0         0         0         0         
322	0	0	0         0         0         0         0         
323	0	0	0         0         0         0         0         
324	0	0	0         0         0         0         0         
325	0	0	0         0         0         0         0         
326	0	0	0         0         0         0         0         
327	0	0	0         0         0         0         0         
328	0	0	0         0         0         0         0         
329	0	0	0         0         0         0         0         
330	0	0	0         0         0         0         0         
331	0	0	0         0         0         0         0         
332	0	0	0         0         0         0         0         
333	0	0	0         0         0         0         0         
334	0	0	0         0         0         0         0         
335	0	0	0         0         0         0         0         
336	0	0	0         0         0         0         0         
337	0	0	0         0         0         0         0         
338	0	0	0         0         0         0         0         
339	0	0	0         0         0         0         0         
340	0	0	0         0         0         0         0         
341	0	0	0         0         0         0         0         
342	0	0	0         0         0         0         0         
343	0	0	0         0         0         0         0         
344	0	0	0         0         0         0         0         
345	0	0	0         0         0         0         0         
346	0	0	0         0         0         0         0         
347	0	0	0         0         0         0         0         
348	0	0	0         0         0         0         0         
349	0	0	0         0         0         0         0         
350	0	0	0         0         0         0         0         
351	0	0	0         0         0         0         0         
352	0	0	0         0         0         0         0         
353	0	0	0         0         0         0         0         
354	0	0	0         0         0         0         0         
355	0	0	0         0         0         0         0         
356	0	0	0         0         0         0         0         
357	0	0	0         0         0         0         0         
358	0	0	0         0         0         0         0         
359	0	0	0         0         0         0         0         
360	0	0	0         0         0         0         0         
361	0	0	0         0         0         0         0         
362	0	0	0         0         0         0         0         
363	0	0	0         0         0         0         0         
364	0	0	0         0         0         0         0         
365	0	0	0         0         0         0         0         
366	0	0	0         0         0         0         0         
367	0	0	0         0         0         0         0         
368	0	0	0         0         0         0         0         
369	0	0	0         0         0         0         0         
370	0	0	0         0         0         0         0         
371	0	0	0         0         0         0         0         
372	0	0	0         0         0         0         0         
373	0	0	0         0         0         0         0         
374	0	0	0         0         0         0         0         
375	0	0	0         0         0         0         0         
376	0	0	0         0         0         0         0         
377	0	0	0         0         0         0         0         
378	0	0	0         0         0         0         0         
379	0	0	0         0         0         0         0         
380	0	0	0         0         0         0         0         
381	0	0	0         0         0         0         0         
382	0	0	0         0         0         0         0         
383	0	0	0         0         0         0         0         
384	0	0	0         0         0         0         0         
385	0	0	0         0         0         0         0         
386	0	0	0         0         0         0         0         
387	0	0	0         0         0         0         0         
388	0	0	0         0         0         0         0         
389	0	0	0         0         0         0         0         
390	0	0	0         0         0         0         0         
391	0	0	0         0         0         0         0         
392	0	0	0         0         0         0         0         
393	0	0	0         0         0         0         0         
394	0	0	0         0         0         0         0         
395	0	0	0         0         0         0         0         
396	0	0	0         0         0         0         0         
397	0	0	0         0         0         0         0         
398	0	0	0         0         0         0         0         
399	0	0	0         0         0         0         0         
