i	j	k	Dose           LDT            LTT            proton_1_D     proton_1_T     O16_D          O16_T          
106	0	0	28202.2        1.41368        1.40724        1.41368        1.40724        0              0              
107	0	0	29922.1        1.5036         1.49116        1.5036         1.49116        0              0              
108	0	0	31964.6        1.6079         1.5941         1.6079         1.5941         0              0              
109	0	0	34653.2        1.75162        1.72784        1.75162        1.72784        0              0              
110	0	0	38396.1        1.97924        1.91423        1.97924        1.91423        0              0              
111	0	0	44109.8        2.43761        2.20366        2.43761        2.20366        0              0              
112	0	0	53113.1        3.58449        2.71007        3.58449        2.71007        0              0              
113	0	0	62620.1        5.51091        3.52507        5.51091        3.52507        0              0              
114	0	0	60581.5        7.82398        4.59421        7.82398        4.59421        0              0              
115	0	0	40329.8        10.0774        5.82133        10.0774        5.82133        0              0              
116	0	0	15371.3        12.3009        7.10167        12.3009        7.10167        0              0              
117	0	0	3169.24        13.3659        7.98755        13.3659        7.98755        0              0              
118	0	0	296.682        16.1511        9.53227        16.1511        9.53227        0              0              
119	0	0	25.3453        16.4828        11.4005        16.4828        11.4005        0              0              
120	0	0	0              0              0              0              0              0              0              
121	0	0	0              0              0              0              0              0              0              
122	0	0	0              0              0              0              0              0              0              
123	0	0	0              0              0              0              0              0              0              
124	0	0	0              0              0              0              0              0              0              
125	0	0	0              0              0              0              0              0              0              
126	0	0	0              0              0              0              0              0              0              
127	0	0	0              0              0              0              0              0              0              
128	0	0	0              0              0              0              0              0              0              
129	0	0	0              0              0              0              0              0              0              
130	0	0	0              0              0              0              0              0              0              
131	0	0	0              0              0              0              0              0              0              
132	0	0	0              0              0              0              0              0              0              
133	0	0	0              0              0              0              0              0              0              
134	0	0	0              0              0              0              0              0              0              
135	0	0	0              0              0              0              0              0              0              
136	0	0	0              0              0              0              0              0              0              
137	0	0	0              0              0              0              0              0              0              
138	0	0	0              0              0              0              0              0              0              
139	0	0	0              0              0              0              0              0              0              
140	0	0	0              0              0              0              0              0              0              
141	0	0	0              0              0              0              0              0              0              
142	0	0	0              0              0              0              0              0              0              
143	0	0	0              0              0              0              0              0              0              
144	0	0	0              0              0              0              0              0              0              
145	0	0	0              0              0              0              0              0              0              
146	0	0	0              0              0              0              0              0              0              
147	0	0	0              0              0              0              0              0              0              
148	0	0	0              0              0              0              0              0              0              
149	0	0	0              0              0              0              0              0              0              
150	0	0	0              0              0              0              0              0              0              
151	0	0	0              0              0              0              0              0              0              
152	0	0	0              0              0              0              0              0              0              
153	0	0	0              0              0              0              0              0              0              
154	0	0	0              0              0              0              0              0              0              
155	0	0	0              0              0              0              0              0              0              
156	0	0	0              0              0              0              0              0              0              
157	0	0	0              0              0              0              0              0              0              
158	0	0	0              0              0              0              0              0              0              
159	0	0	0              0              0              0              0              0              0              
160	0	0	0              0              0              0              0              0              0              
161	0	0	0              0              0              0              0              0              0              
162	0	0	0              0              0              0              0              0              0              
163	0	0	0              0              0              0              0              0              0              
164	0	0	0              0              0              0              0              0              0              
165	0	0	0              0              0              0              0              0              0              
166	0	0	0              0              0              0              0              0              0              
167	0	0	0              0              0              0              0              0              0              
168	0	0	0              0              0              0              0              0              0              
169	0	0	0              0              0              0              0              0              0              
170	0	0	0              0              0              0              0              0              0              
171	0	0	0              0              0              0              0              0              0              
172	0	0	0              0              0              0              0              0              0              
173	0	0	0              0              0              0              0              0              0              
174	0	0	0              0              0              0              0              0              0              
175	0	0	0              0              0              0              0              0              0              
176	0	0	0              0              0              0              0              0              0              
177	0	0	0              0              0              0              0              0              0              
178	0	0	0              0              0              0              0              0              0              
179	0	0	0              0              0              0              0              0              0              
180	0	0	0              0              0              0              0              0              0              
181	0	0	0              0              0              0              0              0              0              
182	0	0	0              0              0              0              0              0              0              
183	0	0	0              0              0              0              0              0              0              
184	0	0	0              0              0              0              0              0              0              
185	0	0	0              0              0              0              0              0              0              
186	0	0	0              0              0              0              0              0              0              
187	0	0	0              0              0              0              0              0              0              
188	0	0	0              0              0              0              0              0              0              
189	0	0	0              0              0              0              0              0              0              
190	0	0	0              0              0              0              0              0              0              
191	0	0	0              0              0              0              0              0              0              
192	0	0	0              0              0              0              0              0              0              
193	0	0	0              0              0              0              0              0              0              
194	0	0	0              0              0              0              0              0              0              
195	0	0	0              0              0              0              0              0              0              
196	0	0	0              0              0              0              0              0              0              
197	0	0	0              0              0              0              0              0              0              
198	0	0	0              0              0              0              0              0              0              
199	0	0	0              0              0              0              0              0              0              
